Compound,Date,Negative,Neutral,Positive,Tweet,Tweets_Ago,User
-0.3182,Mon Jan 29 05:16:34 +0000 2018,0.796,0.204,0.0,Elon Musk's Boring Company is now selling flamethrowers https://t.co/zB4zmDHtni https://t.co/uc65vpm22f,26,@CNN
0.0,Mon Jan 29 05:10:28 +0000 2018,1.0,0.0,0.0,A Wynn casino and hotel project set to open in Boston in 2019 has drawn the scrutiny of regulators following a Wall… https://t.co/ejq6iLB9KI,27,@CNN
0.6597,Mon Jan 29 05:01:00 +0000 2018,0.748,0.0,0.252,This high school basketball player from a Chicago suburb scored this unbelievable winning shot from more than halfw… https://t.co/7DbY8L79lp,28,@CNN
0.0,Mon Jan 29 04:47:53 +0000 2018,1.0,0.0,0.0,"Before introducing Kesha's knockout performance at the #Grammys, Janelle Monae delivered an empowering message of h… https://t.co/UzLRRzodLs",29,@CNN
0.0,Mon Jan 29 04:37:57 +0000 2018,1.0,0.0,0.0,"The Trump administration is considering nationalizing the 5G mobile network, Axios reports https://t.co/yREu0eC8ZK https://t.co/j8f2qHqA8E",30,@CNN
-0.5574,Mon Jan 29 04:30:17 +0000 2018,0.833,0.167,0.0,"Ikea founder Ingvar Kamprad has died at his home in Sweden at age 91, the company says https://t.co/g6AnDA5Y0D https://t.co/6fs5YPNFMb",31,@CNN
0.0,Mon Jan 29 04:18:16 +0000 2018,1.0,0.0,0.0,"You can find this fish-shaped building in Hyderabad, India. Here's the story behind its design… https://t.co/vz2uOWePvS",32,@CNN
0.0,Mon Jan 29 04:12:03 +0000 2018,1.0,0.0,0.0,"US Ambassador Nikki Haley tweets her disapproval over a #Grammys skit involving Hillary Clinton ""auditioning"" to pe… https://t.co/CwDEGy0b4E",33,@CNN
0.5719,Mon Jan 29 04:02:23 +0000 2018,0.778,0.0,0.222,"""24K Magic"" by Bruno Mars wins for Album of the Year. https://t.co/to4VKAIMHw #GRAMMYs https://t.co/NVEp6IAzIg",34,@CNN
0.7351,Mon Jan 29 04:00:24 +0000 2018,0.581,0.0,0.419,President Trump shared a vision of economic progress in Davos https://t.co/L4Ermi7GNF (via @CNNOpinion) https://t.co/wfhOL0cljL,35,@CNN
0.296,Mon Jan 29 03:47:41 +0000 2018,0.845,0.0,0.155,RT @CNNent: Kesha's #Grammys performance answers her prayers with a show of solidarity. https://t.co/zFlKnXWsL0,36,@CNN
-0.7269,Mon Jan 29 03:46:06 +0000 2018,0.711,0.289,0.0,"Hillary Clinton, Cher, Snoop and others read 'Fire and Fury' excerpts at the 2018 #Grammys https://t.co/ZaN3HbUvnl https://t.co/yZpjyMwW74",37,@CNN
0.5719,Mon Jan 29 03:35:25 +0000 2018,0.778,0.0,0.222,"""24K Magic"" by Bruno Mars wins for Record of the Year. https://t.co/to4VKAIMHw #GRAMMYs https://t.co/7tgwGGIz2K",38,@CNN
0.0,Mon Jan 29 03:30:17 +0000 2018,1.0,0.0,0.0,America's oil exports are booming — and lifting prices https://t.co/r22UbpDXuN https://t.co/YmZCvsaTSO,39,@CNN
0.5719,Mon Jan 29 03:00:21 +0000 2018,0.619,0.0,0.381,Carrie Fisher wins Grammy posthumously https://t.co/atoLhy67qm https://t.co/lE3ZFWREyc,40,@CNN
0.7351,Mon Jan 29 02:57:44 +0000 2018,0.677,0.0,0.323,"""That's What I Like"" by Bruno Mars wins for Song of the Year. https://t.co/to4VKAIMHw
#GRAMMYs https://t.co/rAX7Ri8vSs",41,@CNN
0.0,Mon Jan 29 02:45:12 +0000 2018,1.0,0.0,0.0,First time in Singapore? Here are 8 things you can do https://t.co/E0eBXob3s6 (via @CNNTravel) https://t.co/It43thfZ6g,42,@CNN
0.0,Mon Jan 29 02:32:09 +0000 2018,1.0,0.0,0.0,"Hip-hop star Jay-Z tells CNN's Van Jones that the #MeToo movement ""had to happen for the world to purge itself.""… https://t.co/zuyLDPRmCe",43,@CNN
0.4215,Mon Jan 29 02:28:49 +0000 2018,0.833,0.0,0.167,"Kendrick Lamar earns a standing ovation for his powerful, political opening performance at the #Grammys… https://t.co/MgrWCL69hU",44,@CNN
0.836,Mon Jan 29 02:23:45 +0000 2018,0.655,0.0,0.345,"RT @CNNent: ""From A Room: Volume 1"" by  Chris Stapleton wins for Best Country Album. https://t.co/JQHJSBsthw #GRAMMYs https://t.co/hCMdakN6…",45,@CNN
0.0,Mon Jan 29 02:19:21 +0000 2018,1.0,0.0,0.0,Omarosa heads back to reality TV after White House stint https://t.co/IzA8qtjUfJ https://t.co/gRnajrz3IX,46,@CNN
-0.1139,Mon Jan 29 02:09:15 +0000 2018,0.933,0.067,0.0,"US President Donald Trump says he is not a feminist because he's not solely supportive of women, but rather of all… https://t.co/iGnvjCk3qm",47,@CNN
0.431,Mon Jan 29 02:00:14 +0000 2018,0.881,0.0,0.119,"Contrary to how ""Saturday Night Live"" portrayed former President George W. Bush, he is not nearly as bad for our na… https://t.co/dkj1fNn4oe",48,@CNN
0.886,Mon Jan 29 01:59:32 +0000 2018,0.574,0.0,0.426,"RT @CNNent: ""The Age Of Spin"" by Dave Chappelle wins for Best Comedy Album. https://t.co/JQHJSBsthw
#GRAMMYs https://t.co/uLm3l1cbb7",49,@CNN
-0.4767,Mon Jan 29 01:44:44 +0000 2018,0.86,0.14,0.0,A woman arrested earlier this month for sneaking onto a flight to London was taken into custody again on Sunday aft… https://t.co/xQO137zHO1,50,@CNN
0.836,Mon Jan 29 01:39:07 +0000 2018,0.603,0.0,0.397,"RT @CNNent: ""Damn"" by Kendrick Lamar wins for Best Rap Album. https://t.co/JQHJSBsthw
#GRAMMYs https://t.co/UeQhJ2zoZE",51,@CNN
0.0,Mon Jan 29 01:30:15 +0000 2018,1.0,0.0,0.0,Bob Mueller didn't send me to Butte https://t.co/zJCBvuEqdY (via @CNNOpinion) https://t.co/90MwWYvy91,52,@CNN
0.5719,Mon Jan 29 01:24:54 +0000 2018,0.829,0.0,0.171,"RT @CNNent: Kendrick Lamar, Alessia Cara, Ed Sheeran  -- here's who's won big at the #Grammys so far. https://t.co/J90QQO3C44",53,@CNN
0.0772,Mon Jan 29 01:20:41 +0000 2018,0.894,0.0,0.106,The carnage in Kabul adds to US challenges in Afghanistan https://t.co/ouLFbUD67F https://t.co/B6QYzUs1tc,54,@CNN
0.836,Mon Jan 29 01:15:32 +0000 2018,0.655,0.0,0.345,"RT @CNNent: ""Shape Of You"" by Ed Sheeran wins for Best Pop Solo Performance. https://t.co/JQHJSBsthw
#GRAMMYs https://t.co/W60IjaGSXv",55,@CNN
0.0,Mon Jan 29 01:08:05 +0000 2018,1.0,0.0,0.0,Celebrity chef Jose Andres has called out Ivanka Trump and a posh DC restaurant over a perceived guest list snub… https://t.co/FdsVEIj2nT,56,@CNN
0.4215,Mon Jan 29 01:00:07 +0000 2018,0.833,0.0,0.167,"Kendrick Lamar earns a standing ovation for his powerful, political opening performance at the #Grammys… https://t.co/B9taMmn69k",57,@CNN
0.836,Mon Jan 29 00:58:41 +0000 2018,0.503,0.0,0.497,"Alessia Cara wins for Best New Artist. https://t.co/lGkFBRSYYQ
#GRAMMYs https://t.co/sEfWSsD6Yo",58,@CNN
0.6369,Mon Jan 29 00:53:58 +0000 2018,0.756,0.0,0.244,RT @CNNent: We have all the best red carpet looks from tonight's #Grammys. https://t.co/9pOvelRw9B,59,@CNN
0.836,Mon Jan 29 00:47:16 +0000 2018,0.622,0.0,0.378,"RT @CNNent: ""LOYALTY"" - Kendrick Lamar ft. Rihanna wins for Best Rap/Sung Performance. https://t.co/rYjdPmvTcM
#GRAMMYs https://t.co/AaSOXg…",60,@CNN
0.2732,Mon Jan 29 00:42:07 +0000 2018,0.9,0.0,0.1,A fitness tracking app's map appears to be lighting up the location patterns of soldiers working out at military ba… https://t.co/IQ6cXLoSyj,61,@CNN
-0.5994,Mon Jan 29 00:23:53 +0000 2018,0.62,0.38,0.0,James Corden has a bad case of pre-Grammy nerves https://t.co/DjwWI2T0bK https://t.co/KWlfnnldiv,62,@CNN
0.4019,Mon Jan 29 00:16:13 +0000 2018,0.791,0.065,0.144,"""At it's core, it's about equality. It's about pay equality. An equal respect, a mutual respect."" Grammys Host Jame… https://t.co/lzeu9Zn8FZ",63,@CNN
0.0,Mon Jan 29 00:05:53 +0000 2018,1.0,0.0,0.0,"RT @CNNent: Lady Gaga, Kelly Clarkson, Ne-Yo and Camila Cabello were among the many stars who wore a white rose at the #Grammys to show the…",64,@CNN
0.2023,Mon Jan 29 00:02:12 +0000 2018,0.921,0.0,0.079,"""Would you rather be playing football, getting your head dinged in, or would you rather be an iconic figure for the… https://t.co/UtrsK3rKO2",65,@CNN
0.8689,Sun Jan 28 23:48:49 +0000 2018,0.692,0.0,0.308,RT @CNNent: Kendrick Lamar and Bruno Mars are among the early winners at the #Grammys. The two artists won three awards each during the pre…,66,@CNN
0.0,Sun Jan 28 23:45:09 +0000 2018,1.0,0.0,0.0,The Koch network isn't slowing down https://t.co/8Zy62ylPFz https://t.co/4beRkykIrT,67,@CNN
-0.6486,Sun Jan 28 23:30:13 +0000 2018,0.788,0.212,0.0,FBI releases files on Roger Ailes and former Putin aide found dead in hotel room https://t.co/xIqTiWhBhz https://t.co/cjAT4AJkcU,68,@CNN
-0.5719,Sun Jan 28 23:15:08 +0000 2018,0.709,0.291,0.0,"Missouri US Senate candidate calls feminists ""she devils"" https://t.co/hCRSxOo9V0 https://t.co/ffZMHa0Vss",69,@CNN
0.0,Sun Jan 28 23:00:14 +0000 2018,1.0,0.0,0.0,Silvio Berlusconi makes his comeback https://t.co/7fr4331kjq https://t.co/YVnPDpY5TF,70,@CNN
-0.296,Sun Jan 28 22:45:03 +0000 2018,0.677,0.219,0.104,Iranian-American imprisoned in Iran has been granted a 4-day leave after being treated in the hospital… https://t.co/0Kv6op9Pks,71,@CNN
0.0,Sun Jan 28 22:30:09 +0000 2018,1.0,0.0,0.0,Kelly Clarkson and other musicians are planning to wear white roses to the Grammys for Time's Up… https://t.co/p0rmsamYoI,72,@CNN
-0.2411,Sun Jan 28 22:15:04 +0000 2018,0.902,0.098,0.0,Republican Sen. James Lankford says he isn't sure if President Trump's framework for an immigration deal could pass… https://t.co/vvW1o4xyFM,73,@CNN
-0.7964,Sun Jan 28 22:00:09 +0000 2018,0.559,0.441,0.0,Hong Kong police defuse unearthed World War II bomb https://t.co/b1h3XYKw2h https://t.co/I6DO1kDDSk,74,@CNN
-0.7003,Sun Jan 28 21:45:54 +0000 2018,0.736,0.264,0.0,"The Eiffel Tower went dark Saturday to pay tribute to the victims of the Kabul attack. Earlier that day, an ambulan… https://t.co/6BC4fasrJb",75,@CNN
0.4588,Sun Jan 28 21:30:13 +0000 2018,0.75,0.0,0.25,Here's what to expect at the Grammy Awards https://t.co/b3IwEv4ID6 https://t.co/9ZPaZ8clXq,76,@CNN
0.0,Sun Jan 28 21:15:09 +0000 2018,1.0,0.0,0.0,"Czechs re-elect President Zeman, who is known for pro-Russian views https://t.co/ogVjsRzKid https://t.co/onC5pLb9XD",77,@CNN
0.0,Sun Jan 28 21:00:08 +0000 2018,1.0,0.0,0.0,Take a look at the week in politics https://t.co/ambiDDfPxf https://t.co/DzmL63479m,78,@CNN
0.0,Sun Jan 28 20:46:20 +0000 2018,1.0,0.0,0.0,"Hip-hop artist Jay-Z tells CNN's Van Jones that the stigma attached to mental health issues is ""ridiculous"" and tha… https://t.co/DmLSjtsss3",79,@CNN
0.5267,Sun Jan 28 20:31:47 +0000 2018,0.848,0.0,0.152,This high school basketball player from a Chicago suburb scored the winning goal for his team by making an unbeliev… https://t.co/yd1MRmH08y,80,@CNN
0.802,Sun Jan 28 20:15:13 +0000 2018,0.594,0.0,0.406,Influential Koch network plans to invest nearly $400M to help protect GOP majorities https://t.co/U7WN5bsjFx https://t.co/Tz5NG20uB7,81,@CNN
0.0,Sun Jan 28 20:00:21 +0000 2018,1.0,0.0,0.0,'Ultra-technologists' to open digital-only museum in Tokyo https://t.co/D8BLrkvof7 https://t.co/cirrKhf99H,82,@CNN
-0.5106,Sun Jan 28 19:45:03 +0000 2018,0.809,0.191,0.0,"Koch network leader says Attorney General Jeff Sessions ""on board"" with prison reform https://t.co/o5g3iJnYyp https://t.co/ZUd3dDJObr",83,@CNN
0.0,Sun Jan 28 19:30:31 +0000 2018,1.0,0.0,0.0,"Before Amtrak 501 crashed last month near Seattle, train workers told supervisors they didn't feel adequately train… https://t.co/E7bHksA1GJ",84,@CNN
0.0,Sun Jan 28 19:15:07 +0000 2018,1.0,0.0,0.0,Republicans and Democrats emphasize compromise in forging immigration deal https://t.co/oezEdAj9GY https://t.co/gYIC5H2dwc,85,@CNN
0.1531,Sun Jan 28 19:00:17 +0000 2018,0.688,0.138,0.175,Seven survivors of missing ferry rescued after days adrift in Pacific https://t.co/0108TgVT8E https://t.co/EAxvjNS8iC,86,@CNN
-0.8779,Sun Jan 28 18:45:12 +0000 2018,0.442,0.558,0.0,Afghanistan mourns after ambulance bomb kills more than 100 https://t.co/93ozKrxl10 https://t.co/XmNjikCGjs,87,@CNN
0.0,Sun Jan 28 18:30:15 +0000 2018,1.0,0.0,0.0,Marco Rubio fires his chief of staff over misconduct allegations https://t.co/4FUSn9hDVc https://t.co/8JV1fxg8aS,88,@CNN
-0.6124,Sun Jan 28 18:15:05 +0000 2018,0.615,0.385,0.0,Russian opposition leader Alexei Navalny arrested during protests https://t.co/RZDsbI637n https://t.co/a1QwjIuBNf,89,@CNN
0.0,Sun Jan 28 18:00:02 +0000 2018,1.0,0.0,0.0,This former guerrilla leader wants to be Colombia's next president https://t.co/3RUGutw4pk https://t.co/3xp7U5ls38,90,@CNN
0.6808,Sun Jan 28 17:45:13 +0000 2018,0.556,0.0,0.444,Here comes the Big Tech profit party https://t.co/PS4vDf6Kd8 https://t.co/KGFrNejUWS,91,@CNN
0.795,Sun Jan 28 17:30:27 +0000 2018,0.65,0.0,0.35,"Republican Sen. Susan Collins says it ""wouldn't hurt"" for Congress to protect special counsel Robert Mueller follow… https://t.co/evVZAo6khT",92,@CNN
0.0,Sun Jan 28 17:15:07 +0000 2018,1.0,0.0,0.0,"""SNL"" brings back Will Ferrell's George W. Bush https://t.co/BNZ9HNpoVl https://t.co/9vc5MyZ2RR",93,@CNN
-0.3818,Sun Jan 28 17:00:07 +0000 2018,0.776,0.224,0.0,How the US is losing Asia to China https://t.co/4AcmhOwxzM https://t.co/BfhBlwstjm,94,@CNN
0.0772,Sun Jan 28 16:47:20 +0000 2018,0.894,0.0,0.106,"Lawmakers want answers after State Department employees claim ""political retribution"" https://t.co/yxzhaYQZrz https://t.co/6QFD6ONTId",95,@CNN
-0.5859,Sun Jan 28 16:30:06 +0000 2018,0.726,0.218,0.056,President Trump says he has brought down black unemployment. Hip-hop legend Jay-Z told CNN that's no excuse for his… https://t.co/n2ZpCcLMBm,96,@CNN
0.7351,Sun Jan 28 16:19:20 +0000 2018,0.659,0.0,0.341,Saudi is freeing its billionaire detainees. Now it has to woo investors. https://t.co/NoZE3IRTUS https://t.co/apBJp3NNUp,97,@CNN
0.2023,Sun Jan 28 16:02:26 +0000 2018,0.789,0.088,0.123,"This May 2016 protest in Houston, Texas, was organized by Russian trolls. The troll group promoted and organized tw… https://t.co/p8qIc1WZGH",98,@CNN
0.0,Sun Jan 28 15:30:15 +0000 2018,1.0,0.0,0.0,Air Force One is primed to receive an upgrade that will include new refrigerators expected to cost American taxpaye… https://t.co/GdG59aKgj5,99,@CNN
0.25,Sun Jan 28 15:00:17 +0000 2018,0.889,0.0,0.111,"Posing as American activists, Russian government-linked trolls created 129 Facebook events between 2015 and 2017. E… https://t.co/WpmbHklbXj",100,@CNN
