Compound,Date,Negative,Neutral,Positive,Tweet,Tweets_Ago,User
0.5267,Mon Jan 29 04:15:03 +0000 2018,0.726,0.0,0.274,Justice Ginsburg to skip State of the Union https://t.co/n9tFWLKjyO https://t.co/VFWH9jGT8Y,42,@FoxNews
-0.7351,Mon Jan 29 04:05:02 +0000 2018,0.693,0.307,0.0,"On ""Justice,"" @JudgeJeanine called the illegal immigration fight the ""biggest snow job in political history.""… https://t.co/yJLYa7zpi5",43,@FoxNews
0.0,Mon Jan 29 04:02:04 +0000 2018,1.0,0.0,0.0,"Tune in for live coverage of President Trump's first State of the Union address, anchored by @BretBaier &amp;… https://t.co/0yfoc93rUT",44,@FoxNews
-0.7269,Mon Jan 29 03:58:00 +0000 2018,0.664,0.336,0.0,California teacher slams military members as 'lowest of the low' in classroom rant caught on video https://t.co/TpV4qJN310,45,@FoxNews
-0.4767,Mon Jan 29 03:55:00 +0000 2018,0.829,0.171,0.0,'Serial Stowaway' woman arrested again at Chicago O'Hare airport days after being released from jail https://t.co/H3o2tiipa5,46,@FoxNews
0.0,Mon Jan 29 03:52:00 +0000 2018,1.0,0.0,0.0,Iranian-American Baquer Namazi temporarily released from Iranian jail over health concerns https://t.co/m4hXx8mBpj,47,@FoxNews
-0.7351,Mon Jan 29 03:47:00 +0000 2018,0.592,0.408,0.0,Alec Baldwin criticizes Dylan Farrow's Woody Allen sexual assault claims https://t.co/LCQTjDjLsE,48,@FoxNews
0.8519,Mon Jan 29 03:43:00 +0000 2018,0.632,0.0,0.368,"OPINION: Trump’s first State of the Union will preview his plans for ‘a safe, strong and proud America’ https://t.co/yRWqyz6e8a",49,@FoxNews
-0.3182,Mon Jan 29 03:35:56 +0000 2018,0.827,0.173,0.0,WATCH: Army Vet Invited to SOTU Calls Maxine Waters Boycott 'Sacrilegious' https://t.co/opCnXeU2t8,50,@FoxNews
-0.4019,Mon Jan 29 03:31:39 +0000 2018,0.764,0.236,0.0,"Country stars pay tribute to Las Vegas, Manchester shooting victims at #GRAMMYs 2018 https://t.co/kmGPm35xif",51,@FoxNews
-0.836,Mon Jan 29 03:26:22 +0000 2018,0.529,0.471,0.0,.@HillaryClinton makes #Grammys cameo to mock @realDonaldTrump by reading 'Fire and Fury' https://t.co/nFMjpq7PIT,52,@FoxNews
0.4215,Mon Jan 29 03:24:28 +0000 2018,0.859,0.0,0.141,".@KatrinaPierson on immigration reform: ""The Democrats still haven't gotten the memo. The people of the United Stat… https://t.co/tiwzxc0pNY",53,@FoxNews
0.0,Mon Jan 29 03:09:46 +0000 2018,1.0,0.0,0.0,.@Camila_Cabello issued this statement on Dreamers while introducing a performance by @U2 at the 60th annual… https://t.co/pmbEcUrzoM,54,@FoxNews
0.0258,Mon Jan 29 03:06:53 +0000 2018,0.503,0.214,0.283,Security threat? Fitness devices could give away locations of soldiers https://t.co/Xcr80qQ4NY,55,@FoxNews
-0.4767,Mon Jan 29 03:02:03 +0000 2018,0.693,0.307,0.0,"Afghanistan military school under attack, reports say https://t.co/K2w8nqMVYz",56,@FoxNews
0.2023,Mon Jan 29 02:59:41 +0000 2018,0.904,0.0,0.096,".@GiannoCaldwell on @POTUS' immigration proposal: ""I give him credit for getting involved but I thought it was gene… https://t.co/pKdKLJUQ6A",57,@FoxNews
0.5106,Mon Jan 29 02:55:50 +0000 2018,0.798,0.0,0.202,".@TezlynFigaro: ""It is important to recognize whether people like identity politics or not, and DACA is identity po… https://t.co/MrfQFU5wfI",58,@FoxNews
0.0,Mon Jan 29 02:51:22 +0000 2018,1.0,0.0,0.0,.@Joy_Villa turns heads with pro-life outfit at the Grammys https://t.co/MjOGwYCN73,59,@FoxNews
0.3134,Mon Jan 29 02:49:28 +0000 2018,0.82,0.059,0.121,".@CharlesHurt on immigration reform: ""Democrats don't want to make a deal on this. They like the issue, they don't… https://t.co/wrcg2VRMIq",60,@FoxNews
0.6369,Mon Jan 29 02:40:01 +0000 2018,0.463,0.171,0.366,.@edsheeran won Best Solo Performance at the #Grammys and Twitter was furious https://t.co/jFpRFSgeQQ,61,@FoxNews
-0.3612,Mon Jan 29 02:38:25 +0000 2018,0.878,0.122,0.0,".@newtgingrich: ""I think that different parts of the swamp are getting drained at a different rate. [@POTUS] is cle… https://t.co/zNuDrfmIaB",62,@FoxNews
0.0,Mon Jan 29 02:33:42 +0000 2018,1.0,0.0,0.0,.@OMAROSA joins 'Celebrity Big Brother' https://t.co/6QL2dX2bJ5,63,@FoxNews
0.0,Mon Jan 29 02:30:06 +0000 2018,1.0,0.0,0.0,"Tune in for live coverage of President Trump's first State of the Union address, anchored by @BretBaier &amp;… https://t.co/dwZb3RBDbh",64,@FoxNews
0.0,Mon Jan 29 02:28:25 +0000 2018,1.0,0.0,0.0,".@Charleshurt: ""I think what we saw in Davos is kind of a precursor to what we will see at #SOTU. [@POTUS] does hav… https://t.co/DI0DO8UpUs",65,@FoxNews
0.6486,Mon Jan 29 02:19:42 +0000 2018,0.576,0.123,0.3,"After a politically-charged performance, @kendricklamar gave this shout out after beating Jay-Z to win the award fo… https://t.co/7xVUzJ8BfT",66,@FoxNews
0.0,Mon Jan 29 02:19:01 +0000 2018,1.0,0.0,0.0,Young couple contracts hookworms in feet at Punta Cana beach resort https://t.co/VYyUA7xKXa,67,@FoxNews
0.0,Mon Jan 29 02:12:29 +0000 2018,1.0,0.0,0.0,".@madisongesiotto on @POTUS' trip to Davos: ""He's really kind of capitalized on the idea of running this government… https://t.co/OIAWQKFgcj",68,@FoxNews
0.0,Mon Jan 29 02:05:49 +0000 2018,1.0,0.0,0.0,"Stuart Varney on the economy: ""You ain't seen nothing yet."" https://t.co/QyegAgw6yY",69,@FoxNews
-0.34,Mon Jan 29 01:56:43 +0000 2018,0.844,0.156,0.0,".@realDonaldTrump's reported order to fire Mueller was just 'New York talk,' Manchin says https://t.co/kjR2Yvug9e",70,@FoxNews
0.0,Mon Jan 29 01:50:33 +0000 2018,1.0,0.0,0.0,The meaning of 'meatballs' could sway case in Democratic mayor's corruption trial https://t.co/6LBvngEbxT,71,@FoxNews
0.0,Mon Jan 29 01:39:59 +0000 2018,1.0,0.0,0.0,Dramatic video of girl being kidnapped off Illinois street released by FBI https://t.co/JwcrCT3vWd,72,@FoxNews
-0.6908,Mon Jan 29 01:37:31 +0000 2018,0.783,0.217,0.0,"Men had enough fentanyl to kill entire population of New York City, New Jersey combined, police say https://t.co/WHjJRRlQ72",73,@FoxNews
-0.8807,Mon Jan 29 01:34:23 +0000 2018,0.541,0.459,0.0,"Iran spends billions on weapons programs, terrorism while ignoring Iranians' basic needs, report finds https://t.co/IejKDxBdMV",74,@FoxNews
-0.4404,Mon Jan 29 01:26:05 +0000 2018,0.847,0.153,0.0,"President @realDonaldTrump responded this morning to recent criticism from rap mogul Jay-Z, who called him a ""super… https://t.co/VfzuBMi0iO",75,@FoxNews
0.0,Mon Jan 29 01:16:02 +0000 2018,1.0,0.0,0.0,5 cars under $50K from Scottsdale 2018 https://t.co/sx3QsYHKRn,76,@FoxNews
-0.2023,Mon Jan 29 01:10:01 +0000 2018,0.769,0.231,0.0,#GRAMMYs open with politically charged performance https://t.co/asklcEpZjL,77,@FoxNews
-0.8807,Mon Jan 29 01:04:52 +0000 2018,0.541,0.459,0.0,"Iran spends billions on weapons programs, terrorism while ignoring Iranians' basic needs, report finds https://t.co/0eYEDAwEP2",78,@FoxNews
-0.347,Mon Jan 29 01:00:02 +0000 2018,0.725,0.166,0.109,RIGHT NOW: A special 2-hour SCANDALOUS continues with an all-new Episode 2: 'A Woman Named Paula' on Fox News Chann… https://t.co/QU5hw6VlnD,79,@FoxNews
-0.3612,Mon Jan 29 00:46:22 +0000 2018,0.723,0.169,0.108,Celebrities wear white roses to the #GRAMMYs to show support for women speaking out against sexual abuse and harass… https://t.co/mgJql1AOyC,80,@FoxNews
-0.5106,Mon Jan 29 00:39:35 +0000 2018,0.677,0.323,0.0,Putin opponent Alexei Navalny released after arrest during Moscow protests https://t.co/EIL8JpkvNd,81,@FoxNews
-0.296,Mon Jan 29 00:36:48 +0000 2018,0.855,0.145,0.0,Cherokee Woman Blasts Elizabeth Warren: 'We've Asked Her to Stop' Claiming Our Ancestry https://t.co/ak0VIw48nR,82,@FoxNews
0.0,Mon Jan 29 00:24:56 +0000 2018,1.0,0.0,0.0,Anti-Trump celebs plan 'People's State of the Union' https://t.co/eqR7DEJ2iC,83,@FoxNews
-0.1139,Mon Jan 29 00:21:03 +0000 2018,0.847,0.153,0.0,".@POTUS ""not aware"" of invite to Royal Wedding. https://t.co/rTDtwlF21S",84,@FoxNews
0.0,Mon Jan 29 00:11:07 +0000 2018,1.0,0.0,0.0,.@Joy_Villa turns heads with pro-life outfit at the #Grammys https://t.co/MjOGwYCN73,85,@FoxNews
0.0,Mon Jan 29 00:05:11 +0000 2018,1.0,0.0,0.0,".@realDonaldTrump says he's not a feminist: 'I'm for women, I'm for men, I'm for everyone' https://t.co/DyEq2B7z79",86,@FoxNews
-0.347,Mon Jan 29 00:00:06 +0000 2018,0.713,0.173,0.113,"RIGHT NOW: A special 2-hour SCANDALOUS begins - First, Episode 1: 'Up Crooked Creek,' then an all-new Episode 2: 'A… https://t.co/RJ7JPi4aya",87,@FoxNews
0.802,Sun Jan 28 23:54:00 +0000 2018,0.556,0.0,0.444,Carrie Fisher wins posthumous Grammy award at pre-show ceremony #GRAMMYs https://t.co/n0tfFKcQx1,88,@FoxNews
-0.347,Sun Jan 28 23:53:06 +0000 2018,0.713,0.173,0.113,"TONIGHT: A special 2-hour SCANDALOUS - First, Episode 1: 'Up Crooked Creek,' then an all-new Episode 2: 'A Woman Na… https://t.co/F2fKlVRWVV",89,@FoxNews
-0.6486,Sun Jan 28 23:48:00 +0000 2018,0.65,0.35,0.0,"Pennsylvania car wash shooting leaves 4 dead, police say https://t.co/J2yoUJSdqo",90,@FoxNews
0.291,Sun Jan 28 23:42:17 +0000 2018,0.815,0.062,0.122,".@jeffmason1 on WH immigration proposal: ""[Democrats] don't want to give up a bargaining chip by agreeing to someth… https://t.co/s5IKxVF0p4",91,@FoxNews
-0.34,Sun Jan 28 23:35:22 +0000 2018,0.854,0.146,0.0,Rep. Ken Calvert: Crazy California Democrats are coming for your plastic straws – what’s next? https://t.co/FD7Hvg57BN,92,@FoxNews
0.25,Sun Jan 28 23:29:01 +0000 2018,0.913,0.0,0.087,".@jeffmason1 on #SOTU: ""It's a chance for [@POTUS] to reset if he wants to reset, by talking about the issues he re… https://t.co/t3CDWJwQxe",93,@FoxNews
0.0,Sun Jan 28 23:20:37 +0000 2018,1.0,0.0,0.0,"In an interview with @piersmorgan on Britain's @ITV, President @realDonaldTrump revealed whether or not he consider… https://t.co/Uk3KujRedL",94,@FoxNews
0.0,Sun Jan 28 22:58:31 +0000 2018,1.0,0.0,0.0,"Gowdy: FBI's Strzok, Page should testify to answer allegations, questions about 'secret society' https://t.co/NsGl5qqnX3",95,@FoxNews
-0.0572,Sun Jan 28 22:48:03 +0000 2018,0.914,0.086,0.0,".@CLewandowski_: ""@TheDemocrats are obstructionists. They don't want to actually talk about real issues."" https://t.co/E1PBfmiTRm",96,@FoxNews
0.0,Sun Jan 28 22:46:35 +0000 2018,1.0,0.0,0.0,Video of @McDonalds 'internal breakdown' goes viral https://t.co/4OxIvxj3B4,97,@FoxNews
-0.2023,Sun Jan 28 22:41:50 +0000 2018,0.816,0.184,0.0,10 tourists charged with 'pornographic dancing' in Cambodia https://t.co/1iU2ZKaMlu,98,@FoxNews
0.0,Sun Jan 28 22:34:47 +0000 2018,1.0,0.0,0.0,".@hogangidley45 on immigration reform: ""Democrats had the House, they had the Senate and they had the White House u… https://t.co/ZHE7ReGmyO",99,@FoxNews
0.5859,Sun Jan 28 22:31:20 +0000 2018,0.725,0.0,0.275,Joy Villa turns heads with pro-life outfit at the Grammys https://t.co/rAGlTdMYVb,100,@FoxNews
